,Date,Category,Name
682,民國112年04月24日,民政,洪婉臻
683,民國112年04月24日,民政,柳采葳
684,民國112年04月24日,民政,柳采葳
685,民國112年04月24日,財政建設,王欣儀
686,民國112年04月21日,工務,徐立信
687,民國112年04月21日,民政,李柏毅
688,民國112年04月20日,民政,徐立信
689,民國112年04月19日,民政,秦慧珠
690,民國112年04月19日,民政,楊植斗
691,民國112年04月19日,教育,徐立信
692,民國112年04月19日,財政建設,郭昭巖
693,民國112年04月18日,工務,楊植斗
694,民國112年04月18日,民政,林杏兒
695,民國112年04月18日,民政,林杏兒
696,民國112年04月18日,民政,林杏兒
697,民國112年04月18日,民政,林杏兒
698,民國112年04月18日,民政,李柏毅
699,民國112年04月18日,民政,李柏毅
700,民國112年04月17日,交通,王欣儀
701,民國112年04月17日,民政,李傅中武
702,民國112年04月17日,民政,李傅中武
703,民國112年04月17日,民政,李傅中武
704,民國112年04月17日,工務,王欣儀
705,民國112年04月14日,民政,徐立信
706,民國112年04月13日,教育,戴錫欽
707,民國112年04月13日,工務,徐立信
708,民國112年04月13日,工務,徐立信
709,民國112年04月12日,交通,徐立信
710,民國112年04月12日,教育,苗博雅
711,民國112年04月12日,交通,徐立信
712,民國112年04月12日,警政衛生,林亮君
713,民國112年04月12日,警政衛生,徐立信
714,民國112年04月11日,工務,王欣儀
715,民國112年04月11日,教育,李傅中武
716,民國112年04月10日,交通,林杏兒
717,民國112年04月10日,財政建設,郭昭巖
718,民國112年04月10日,教育,王欣儀
719,民國112年04月10日,交通,黃瀞瑩
720,民國112年04月07日,交通,林亮君
721,民國112年04月06日,交通,張文潔
722,民國112年04月06日,民政,林亮君
723,民國112年04月06日,工務,陳政忠
724,民國112年03月31日,工務,張文潔
725,民國112年03月31日,警政衛生,顏若芳
726,民國112年03月31日,交通,鍾佩玲
727,民國112年03月31日,警政衛生,王欣儀
728,民國112年03月30日,財政建設,徐立信
729,民國112年03月30日,交通,張文潔
730,民國112年03月30日,工務,王欣儀
731,民國112年03月30日,教育,徐立信
732,民國112年03月30日,警政衛生,李明賢
733,民國112年03月30日,工務,張文潔
734,民國112年03月30日,民政,張斯綱
735,民國112年03月30日,交通,徐立信
736,民國112年03月30日,教育,徐立信
737,民國112年03月30日,教育,徐立信
738,民國112年03月30日,交通,王欣儀
739,民國112年03月29日,交通,徐立信
740,民國112年03月29日,民政,林延鳳
741,民國112年03月29日,教育,李柏毅
742,民國112年03月28日,交通,柳采葳
743,民國112年03月28日,工務,王欣儀
744,民國112年03月27日,教育,王欣儀
745,民國112年03月27日,民政,陳宥丞
746,民國112年03月27日,民政,吳沛憶
747,民國112年03月27日,工務,吳沛憶
748,民國112年03月27日,民政,王欣儀
749,民國112年03月25日,工務,林延鳳
750,民國112年03月25日,教育,游淑慧
751,民國112年03月24日,交通,張文潔
752,民國112年03月24日,民政,陳宥丞
753,民國112年03月23日,工務,許淑華
754,民國112年03月23日,警政衛生,何孟樺
755,民國112年03月23日,工務,趙怡翔
756,民國112年03月22日,警政衛生,林延鳳
757,民國112年03月22日,交通,徐巧芯
758,民國112年03月22日,警政衛生,陳重文
759,民國112年03月22日,教育,許家蓓
760,民國112年03月21日,民政,秦慧珠
761,民國112年03月21日,工務,葉林傳
762,民國112年03月20日,民政,秦慧珠
763,民國112年03月20日,警政衛生,林延鳳
764,民國112年03月20日,民政,游淑慧
765,民國112年03月20日,教育,徐立信
766,民國112年03月20日,民政,柳采葳
767,民國112年03月20日,民政,陳政忠
768,民國112年03月19日,工務,李明賢
769,民國112年03月17日,警政衛生,郭昭巖
770,民國112年03月17日,警政衛生,王欣儀
771,民國112年03月17日,教育,簡舒培
772,民國112年03月17日,民政,徐巧芯
773,民國112年03月15日,警政衛生,黃瀞瑩
774,民國112年03月14日,交通,張文潔
775,民國112年03月14日,工務,張文潔
776,民國112年03月14日,警政衛生,簡舒培
777,民國112年03月14日,工務,徐立信
778,民國112年03月14日,民政,李柏毅
779,民國112年03月14日,警政衛生,張志豪
780,民國112年03月13日,民政,顏若芳
781,民國112年03月13日,工務,王欣儀
782,民國112年03月13日,民政,林延鳳
783,民國112年03月10日,民政,苗博雅
784,民國112年03月09日,民政,王欣儀
785,民國112年03月09日,警政衛生,林杏兒
786,民國112年03月09日,教育,林杏兒
787,民國112年03月09日,民政,游淑慧
788,民國112年03月08日,民政,顏若芳
789,民國112年03月08日,民政,林延鳳
790,民國112年03月08日,教育,許家蓓
791,民國112年03月07日,財政建設,徐立信
792,民國112年03月07日,教育,許淑華
793,民國112年03月07日,教育,徐立信
794,民國112年03月06日,教育,徐立信
795,民國112年03月06日,工務,張文潔
796,民國112年03月06日,工務,陳政忠
797,民國112年03月06日,工務,徐立信
798,民國112年03月06日,工務,徐立信
799,民國112年03月03日,民政,陳政忠
800,民國112年03月03日,民政,林延鳳
801,民國112年03月03日,財政建設,林延鳳
802,民國112年03月03日,民政,林延鳳
803,民國112年03月02日,民政,林延鳳
804,民國112年03月01日,警政衛生,吳世正
805,民國112年02月24日,交通,陳宥丞
806,民國112年02月24日,交通,劉耀仁
807,民國112年02月24日,財政建設,徐立信
808,民國112年02月24日,交通,陳宥丞、張志豪
809,民國112年02月24日,教育,徐立信
810,民國112年02月23日,民政,闕枚莎
811,民國112年02月23日,民政,吳沛憶
812,民國112年02月22日,交通,王欣儀
813,民國112年02月22日,警政衛生,王欣儀
814,民國112年02月21日,財政建設,徐立信
815,民國112年02月21日,交通,何孟樺
816,民國112年02月20日,教育,秦慧珠
817,民國112年02月20日,工務,鍾佩玲
818,民國112年02月20日,工務,張文潔
819,民國112年02月20日,教育,簡舒培
820,民國112年02月18日,警政衛生,鍾佩玲
821,民國112年02月18日,交通,張斯綱
822,民國112年02月18日,民政,吳沛憶
823,民國112年02月17日,教育,陳怡君
824,民國112年02月17日,交通,吳沛憶
825,民國112年02月17日,工務,許家蓓
826,民國112年02月17日,交通,張文潔
827,民國112年02月16日,交通,徐立信
828,民國112年02月15日,教育,徐立信
829,民國112年02月15日,工務,吳沛憶
830,民國112年02月15日,交通,李明賢
831,民國112年02月14日,教育,鍾佩玲
832,民國112年02月14日,交通,林延鳳
833,民國112年02月14日,民政,徐巧芯
834,民國112年02月14日,交通,王欣儀
835,民國112年02月13日,交通,吳世正
836,民國112年02月13日,工務,徐立信
837,民國112年02月10日,交通,陳政忠
838,民國112年02月10日,交通,徐巧芯
839,民國112年02月10日,工務,王欣儀
